Participant,Experiment_Duration,Date_OSF,Date,Time,Browser,Mobile,Platform,Screen_Width,Screen_Height,Gender,Age,Education,Discipline,Student,Ethnicity,Country,Condition,Video1_Duration,Video2_Duration,Video_Order,BHS_Duration,BHS_1,BHS_2,BHS_3,BHS_4,BHS_5,BHS_6,BHS_7,AttentionCheck_3,BHS_8,BHS_9,BHS_10,BHS_11,BHS_12,BHS_13,BHS_14,BHS_15,BHS_16,BHS_17,BHS_18,BHS_19,BHS_20,RRS_Duration,RRS_1,RRS_2,RRS_3,RRS_4,RRS_5,RRS_6,RRS_7,RRS_8,RRS_9,RRS_10,RRS_11,RRS_12,RRS_13,RRS_14,RRS_15,AttentionCheck_1,RRS_16,RRS_17,RRS_18,RRS_19,RRS_20,RRS_21,RRS_22,IAS_Duration,IAS_1,IAS_20,IAS_11,IAS_2,IAS_13,IAS_21,IAS_17,IAS_9,IAS_8,IAS_7,IAS_6,IAS_10,IAS_15,IAS_18,IAS_12,IAS_16,IAS_5,IAS_19,IAS_14,IAS_4,IAS_3,AttentionCheck_2,RRS2_Duration,RRSS_1,RRSS_2,RRSS_3,RRSS_4,RRSS_5,RRSS_6,RRSS_7,RRSS_8,RRSS_9,RRSS_10,Awe_Duration,AWE_1,AWE_2,AWE_3,AWE_4,AWE_5,AWE_6,AWE_7,AWE_8,AWE_9,AWE_10,AWE_11,AWE_12,AWE_13,AWE_14,AWE_15,AWE_16,AWE_17,AWE_18,AWE_19,AttentionCheck_4,AWE_20,AWE_21,AWE_22,AWE_23,AWE_24,AWE_25,AWE_26,AWE_27,AWE_28,AWE_29,AWE_30,STS_Duration,STS_1,STS_2,STS_3,AttentionCheck_5,STS_4,STS_5,STS_6,STS_7,STS_8,STS_9,STS_10,STS_11,STS_12,STS_13,STS_14,STS_15,Discipline-Comment
yftqkp59rt,21.070800000000002,2024-07-03 14:34:50.769812+00:00,03/07/2024,15:13:39,safari,False,Mac OS,1829.0,853.0,Male,43,Bachelor,Arts and Humanities,False,White,England,Entertainment,5.134566666666667,8.397883333333333,CizwH_T7pjg - pys47zaxZ90,1.2133666666666667,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3590166666666665,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.1280666666666666,0.41,0.92,0.65,0.38,0.94,0.81,1,0.89,0.71,1,0.4,0.76,0.91,0.23,1,0,0.68,0.76,0.96,0.6,0.6,0.05,0.5178166666666667,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.87585,2.0,3.0,7.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.7797999999999999,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,
456gukpuzm,36.33773333333333,2024-07-03 11:41:17.957908+00:00,03/07/2024,12:04:43,edge-chromium,False,Windows 10,1026.0,617.0,Male,20,High school,,True,White,england,Awe,5.827583333333333,3.0477333333333334,Cl_kXbhTi8k - TcgqDs-95Uw,3.6558333333333333,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3.1673666666666667,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.827716666666667,0.71,0.61,0.73,0.72,0.74,0.63,0.83,0.55,0.69,0.77,0.74,0.67,0.85,0.06,0.79,0.13,0.86,0.19,0.69,0.62,0.87,0.1,0.88415,3.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,6.530366666666667,5.0,4.0,6.0,5.0,5.0,2.0,3.0,3.0,3.0,6.0,6.0,5.0,5.0,3.0,4.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,6.0,4.196316666666666,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,
00nggfzzrg,36.4359,2024-07-03 00:54:15.668068+00:00,02/07/2024,18:17:44,chrome,False,Windows 10,681.0,632.0,Female,55,Bachelor,"Psychology, Neuroscience",False,Hispanic/Latino,Mexico,Awe,3.0984333333333334,6.045933333333333,TcgqDs-95Uw - Cl_kXbhTi8k,4.487533333333333,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.238566666666666,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.1615766666665674,0.72,0.4,0.35,0.95,0.63,0.98,0.85,0.9,0.94,0.62,0.98,0.7,0.83,0.15,0.76,0.84,0.9,0.91,0.64,0.84,0.69,0.8,1.011,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.3323,6.0,6.0,6.0,6.0,7.0,4.0,2.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,5.0,5.0,7.0,5.0,6.0,7.0,3.0,2.0,2.0,1.0,4.0,2.9471833333333333,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,
4xt0s3uhnh,19.892866666666666,2024-07-03 00:24:26.731756+00:00,03/07/2024,02:04:28,edge-chromium,False,Windows 10,1536.0,864.0,Female,52,Master,"Business, Economics",False,White,The Netherlands,Awe,3.0540000000000003,5.8094833333333336,TcgqDs-95Uw - Cl_kXbhTi8k,1.68885,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2.8266333333333336,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.3899133333330351,0.93,0.64,0.75,0.63,0.38,0.84,1,1,0.09,0.84,0.23,1,0.82,0.12,0.98,0.92,0.87,0.9,0.26,0.89,0.61,0.61,1.0849666666666666,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.1631333333333336,7.0,5.0,6.0,3.0,6.0,2.0,1.0,4.0,3.0,5.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,7.0,1.0,6.0,5.0,4.0,7.0,2.0,5.0,6.0,1.019,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,1.0,
tow30v58pd,40.18391666666666,2024-07-03 00:23:48.156473+00:00,03/07/2024,01:43:34,edge-chromium,False,Windows 10,1232.0,606.0,Male,43,High school,,False,Hispanic/Latino,Spain,Awe,5.902033333333334,4.449666666666667,Cl_kXbhTi8k - TcgqDs-95Uw,4.3871166666666666,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7.4957666666666665,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.312166666666667,0.2,1,1,1,0.91,0.87,1,0.86,0.86,0.73,0.7,1,1,0.21,1,0.86,1,1,0.85,0.97,1,0.87,2.7426833333333334,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,5.805916666666667,6.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,5.0,5.0,2.0,7.0,5.0,2.0,2.0,5.0,7.0,2.715433333333333,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,
h4sy4rxqwd,32.99988333333333,2024-07-03 00:00:56.084799+00:00,03/07/2024,01:27:51,ios,True,iOS,1048.0,1532.0,Female,24,Bachelor,other,False,Black,South Africa,Awe,2.63305,2.6528666666666667,Cl_kXbhTi8k - TcgqDs-95Uw,3.865483333333333,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.8025833333333334,2.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.7471666666666665,0.93,0.78,0.98,0.99,0.86,0.83,1,0.89,0.5,0.95,0.79,0.86,0.5,0.39,1,0.89,0.96,1,0.86,0.98,0.97,0.83,1.6673499999999999,2.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,5.845716666666666,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,4.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.3409833333333334,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,Genetics and biochemistry
z9953ppbsu,44.22048333333333,2024-07-02 23:53:13.540104+00:00,03/07/2024,00:09:20,chrome,False,Windows 10,1536.0,695.0,Male,41,Bachelor,"Business, Economics",False,Black,united kingdom,Awe,3.442466666666667,4.799433333333334,TcgqDs-95Uw - Cl_kXbhTi8k,4.236233333333334,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,11.592283333333334,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.102840000001589,0.93,0.66,0.88,1,0.41,0.67,1,0.81,1,0.82,0.91,0.89,0.74,0.35,1,0.94,1,1,0.66,1,1,0.79,2.125966666666667,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,8.579683333333332,4.0,3.0,2.0,6.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,7.0,5.0,3.0,4.0,4.0,3.0103333333333335,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,
e7vkqahu8m,42.831649999999996,2024-07-02 23:51:29.248197+00:00,03/07/2024,01:08:33,chrome,False,Windows 10,1366.0,607.0,Female,30,Bachelor,"Engineering, Computer Science",False,Black,South Africa,Awe,8.0602,3.4305666666666665,Cl_kXbhTi8k - TcgqDs-95Uw,3.304483333333333,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3.9385333333333334,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,7.122026666667065,0.78,0.69,0.78,0.88,1,0.64,0.94,0.94,0.87,0.65,0.58,0.74,0.94,0.95,0.86,0.33,0.93,0.9,0.21,0.96,0.92,0.67,1.4599666666666666,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8.03405,5.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,7.0,4.0,7.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0293,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,
gmzwa91bqs,37.01115,2024-07-02 23:41:26.480542+00:00,03/07/2024,01:04:10,safari,False,Mac OS,1440.0,820.0,Male,27,Master,other,True,Black,South Africa,Awe,6.788733333333334,3.15455,Cl_kXbhTi8k - TcgqDs-95Uw,3.41955,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5.1673,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,5.3318,1,0,1,1,1,0.81,0.87,0.9,1,0.45,1,1,1,0,1,0.68,1,0.78,0.81,1,1,1,1.7200833333333334,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,5.86335,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,6.0,7.0,6.0,4.0,4.0,6.0,7.0,5.0,4.0,3.0,6.0,1.0,5.0,1.0,1.0,6.0,2.841333333333333,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,Biotechnology
etlxa67nvu,30.662683333333334,2024-07-02 23:38:43.592650+00:00,03/07/2024,00:07:59,chrome,False,Mac OS,1440.0,703.0,Female,28,Bachelor,Arts and Humanities,False,White,Portugal,Awe,3.06795,5.8094833333333336,TcgqDs-95Uw - Cl_kXbhTi8k,2.47665,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3.0049833333333336,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.5476316666672627,0.36,0.09,0.96,0.81,0.91,0.09,0.93,0.35,0.36,0.82,1,0.84,1,0.4,0.91,0.75,0.93,1,0.92,0.69,0.1,0,1.1582833333333333,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,6.074633333333334,7.0,7.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.747716666666667,4.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,
rjte83qduw,30.032883333333334,2024-07-02 23:38:11.421608+00:00,02/07/2024,17:08:04,chrome,False,Windows 10,1366.0,607.0,Male,37,Bachelor,"Engineering, Computer Science",False,Hispanic/Latino,Mexico,Awe,5.9017,3.1379333333333337,Cl_kXbhTi8k - TcgqDs-95Uw,2.13065,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.0104500000000005,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.672981666666766,0.27,0.11,0.89,0.56,0.71,0,0.9,0.81,0.26,0.58,0.9,0.58,0.78,0,0.72,0,0.92,0.72,0.74,0.73,0.11,0,1.4905833333333334,2.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,4.2293,2.0,5.0,2.0,5.0,6.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,6.0,4.0,7.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,6.0,2.0,5.0,2.44645,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,
qpv0ubrvfn,17.514033333333334,2024-07-02 23:38:00.092921+00:00,03/07/2024,01:20:22,chrome,False,Windows 10,1920.0,953.0,Male,18,High school,,True,Mixed,south africa,Awe,2.5912833333333336,6.5629,TcgqDs-95Uw - Cl_kXbhTi8k,1.4004333333333332,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1.4480166666666667,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.2025316666642825,0.7,0.67,0.81,0.6,0.7,0.66,0.7,0.24,0.61,0.67,1,0.4,0.6,0.69,0.75,0.16,0.77,0.82,0.72,0.94,0.79,0.66,0.57865,4.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,1.9406833333333333,6.0,7.0,6.0,7.0,7.0,6.0,3.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0,4.0,7.0,4.0,6.0,2.0,5.0,2.0,6.0,3.0,3.0,6.0,4.0,3.0,5.0,0.8283166666666666,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,
4vboeu3lsk,25.922616666666666,2024-07-02 23:37:51.076777+00:00,02/07/2024,17:11:54,chrome,False,Windows 10,1366.0,633.0,Female,23,Master,"Engineering, Computer Science",False,Hispanic/Latino,mexico,Awe,5.026766666666666,2.5593500000000002,Cl_kXbhTi8k - TcgqDs-95Uw,2.7867333333333333,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3.8657,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.657003333333135,0.98,0.82,0.98,1,1,0.83,0.85,0.96,0.95,0.76,1,0.95,0.96,0.54,0.98,0.96,1,0.82,0.95,0.96,0.95,0.75,1.1029333333333333,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.5343166666666668,5.0,5.0,5.0,6.0,4.0,5.0,3.0,3.0,6.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.3606,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,
c6rtk8hl05,30.518250000000002,2024-07-02 23:37:25.610793+00:00,03/07/2024,01:13:48,edge-chromium,False,Windows 10,1528.0,742.0,Female,30,Bachelor,other,True,Black,south africa,Awe,3.3419166666666666,5.824700000000001,TcgqDs-95Uw - Cl_kXbhTi8k,2.2434166666666666,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2.6054833333333334,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,5.488145000004768,0.96,0.62,0.89,0.89,0.58,0.74,1,0.34,1,0.94,0.92,0.69,0.92,0.02,0.69,0.1,0.2,0.57,0.5,0.74,0.91,0.16,1.7473999999999998,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.464883333333333,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0929333333333333,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,child and youth development
95zmy8j1p4,25.876783333333332,2024-07-02 23:36:27.441259+00:00,02/07/2024,17:10:31,chrome,False,Windows 10,1366.0,657.0,Male,33,Bachelor,"Business, Economics",False,Hispanic/Latino,MEXICO,Awe,6.989416666666667,4.2449666666666666,Cl_kXbhTi8k - TcgqDs-95Uw,2.267866666666667,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.2742666666666667,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.3321516666666913,1,0.5,1,1,0.59,0.67,0.56,1,0,0.72,1,0.78,1,1,1,1,1,0.4,0.5,0.7,1,0.91,0.83985,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,5.057933333333334,5.0,5.0,7.0,6.0,6.0,4.0,5.0,7.0,6.0,6.0,7.0,7.0,4.0,7.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,3.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0008333333333332,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,
ehr3yr9gsn,21.316483333333334,2024-07-02 23:35:49.046913+00:00,03/07/2024,00:14:27,chrome,False,Windows 10,1920.0,911.0,Male,26,Bachelor,"Engineering, Computer Science",False,White,Portugal,Awe,3.3905833333333333,3.6762666666666663,Cl_kXbhTi8k - TcgqDs-95Uw,1.9761,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.7567333333333335,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.7490116666666697,1,1,0.89,0.78,0.92,0.86,0.33,1,1,0.85,0.93,0.69,1,0.09,1,0.71,0.82,1,0.9,0.69,1,0.79,1.2747166666666667,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.1300166666666667,4.0,4.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,6.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,6.0,1.5069166666666667,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,
