Participant,Experiment_Duration,Date_OSF,Date,Time,Browser,Mobile,Platform,Screen_Width,Screen_Height,Gender,Age,Education,Discipline,Student,Ethnicity,Country,Condition,Video1_Duration,Video2_Duration,Video_Order,BHS_Duration,BHS_1,BHS_2,BHS_3,BHS_4,BHS_5,BHS_6,BHS_7,AttentionCheck_3,BHS_8,BHS_9,BHS_10,BHS_11,BHS_12,BHS_13,BHS_14,BHS_15,BHS_16,BHS_17,BHS_18,BHS_19,BHS_20,RRS_Duration,RRS_1,RRS_2,RRS_3,RRS_4,RRS_5,RRS_6,RRS_7,RRS_8,RRS_9,RRS_10,RRS_11,RRS_12,RRS_13,RRS_14,RRS_15,AttentionCheck_1,RRS_16,RRS_17,RRS_18,RRS_19,RRS_20,RRS_21,RRS_22,IAS_Duration,IAS_1,IAS_20,IAS_11,IAS_2,IAS_13,IAS_21,IAS_17,IAS_9,IAS_8,IAS_7,IAS_6,IAS_10,IAS_15,IAS_18,IAS_12,IAS_16,IAS_5,IAS_19,IAS_14,IAS_4,IAS_3,AttentionCheck_2,RRS2_Duration,RRSS_1,RRSS_2,RRSS_3,RRSS_4,RRSS_5,RRSS_6,RRSS_7,RRSS_8,RRSS_9,RRSS_10,Awe_Duration,AWE_1,AWE_2,AWE_3,AWE_4,AWE_5,AWE_6,AWE_7,AWE_8,AWE_9,AWE_10,AWE_11,AWE_12,AWE_13,AWE_14,AWE_15,AWE_16,AWE_17,AWE_18,AWE_19,AttentionCheck_4,AWE_20,AWE_21,AWE_22,AWE_23,AWE_24,AWE_25,AWE_26,AWE_27,AWE_28,AWE_29,AWE_30,STS_Duration,STS_1,STS_2,STS_3,AttentionCheck_5,STS_4,STS_5,STS_6,STS_7,STS_8,STS_9,STS_10,STS_11,STS_12,STS_13,STS_14,STS_15,Discipline-Comment
pqkj1v5oa4,23.124383333333334,2024-07-02 23:33:51.122818+00:00,02/07/2024,17:10:40,chrome,False,Mac OS,1353.0,883.0,Male,26,Bachelor,"Literature, Languages",True,Hispanic/Latino,Mexico,Awe,4.248466666666666,6.269516666666666,TcgqDs-95Uw - Cl_kXbhTi8k,0.8443666666666666,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.3708,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.4786550000001983,0.67,0.5,0.84,0.7,0.69,0.69,0.92,0.5,0.73,0.7,0.96,1,0.96,0.5,0.92,0.65,1,0.62,0.25,0.95,0.8,0.69,0.5613666666666667,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.3742666666666667,3.0,2.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,7.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,1.3904,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,
e9wsqbcd9s,26.202533333333335,2024-07-02 23:33:28.429166+00:00,02/07/2024,17:07:12,chrome,True,Android OS,1080.0,2062.0,Female,26,Bachelor,Arts and Humanities,True,Hispanic/Latino,Mexico ,Awe,5.925116666666667,3.0924166666666664,Cl_kXbhTi8k - TcgqDs-95Uw,3.1656166666666667,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3.034266666666667,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.610719999999801,0.93,0.86,0.97,1,0.5,0.97,1,1,1,0.91,1,0.74,1,0.69,1,0.86,1,1,0.89,1,1,0.96,0.8165333333333333,1.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.01635,4.0,4.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,4.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,1.4647333333333334,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,
ph7wer5kbq,21.562783333333336,2024-07-02 23:30:22.614609+00:00,03/07/2024,01:08:46,firefox,False,Windows 10,1366.0,615.0,Female,31,Bachelor,"History, Archaeology",False,White,Poland,Awe,5.853466666666667,3.1031166666666667,Cl_kXbhTi8k - TcgqDs-95Uw,1.63095,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2.1791666666666667,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.3941166666666667,0.56,0.51,0.7,0.82,0.76,0.54,0.93,0.87,0.57,0.83,0.82,0.83,0.89,0.69,0.83,0.38,0.86,0.49,0.78,0.69,0.69,0.41,0.7495833333333334,1.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,3.486683333333333,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,7.0,1.0,3.0,1.0,2.0,4.0,6.0,3.0,5.0,3.0,5.0,1.3443666666666667,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,
7jplxycwl6,23.298316666666665,2024-07-02 23:29:41.496524+00:00,02/07/2024,16:06:19,chrome,False,Windows 10,1707.0,825.0,Female,29,Bachelor,"Biology, Chemistry, Physics",False,White,Canada,Awe,3.18005,5.880566666666667,TcgqDs-95Uw - Cl_kXbhTi8k,1.9562833333333332,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.1406833333333335,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.5590066666642826,0.75,0.78,0.6,0.74,0.31,0.25,0.87,0.5,0.21,0.5,0.5,0.76,0.93,0.1,0.5,0.15,0.6,0.75,0.5,0.81,0.87,0.21,1.4139333333333333,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.2958333333333334,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,6.0,5.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,1.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,1.4275666666666667,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,
flmnb4x4dm,21.01885,2024-07-02 23:29:02.363392+00:00,02/07/2024,19:07:56,opera,False,Windows 10,1495.0,715.0,Male,25,Bachelor,other,True,Hispanic/Latino,Chile,Awe,3.133783333333333,5.875,TcgqDs-95Uw - Cl_kXbhTi8k,1.4578833333333334,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.7779333333333334,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,1.7348900000000993,1,1,1,1,0.5,0.64,0.5,1,1,1,0.5,0.68,1,0.56,1,0.79,0.65,0,0.42,0.78,0.34,0.28,0.6647166666666667,3.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.3733999999999997,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,1.1390166666666666,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,Medical Technology
jb1f460mkk,25.57603333333333,2024-07-02 23:28:07.692463+00:00,03/07/2024,01:02:28,safari,False,Mac OS,1324.0,718.0,Female,27,Master,Medicine,False,White,Poland,Awe,4.645733333333334,2.56495,Cl_kXbhTi8k - TcgqDs-95Uw,2.677983333333333,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2.953216666666667,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.4223000000000012,0.29,0.77,0.33,0.85,0.91,0.83,0.69,0.85,0.91,0.39,0.68,0.78,0.2,0.66,0.74,0.22,0.39,0.77,0.92,0.16,0.29,0.94,1.1557833333333332,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,5.26815,7.0,7.0,6.0,6.0,7.0,5.0,4.0,2.0,5.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,4.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,3.0,1.0,4.0,1.4735,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,
fmut9vt825,20.439966666666667,2024-07-02 23:28:01.140091+00:00,02/07/2024,16:07:29,opera,False,Windows 10,1482.0,696.0,Male,24,High school,,True,Hispanic/Latino,mexico,Awe,5.735683333333333,2.9466166666666664,Cl_kXbhTi8k - TcgqDs-95Uw,1.5403833333333334,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1.9614833333333332,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.8366516666666912,0.38,0.21,0.84,0.81,0.32,0.31,0.82,0.68,0.72,0.74,0.59,0.84,0.78,0.21,0.74,0.22,0.81,0.19,0.68,0.89,0.32,0.24,0.9235666666666666,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.8386,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,0.9995999999999999,4.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,
2e7yfc0cju,20.6292,2024-07-02 23:27:56.406178+00:00,02/07/2024,17:07:12,edge-chromium,False,Windows 10,1358.0,646.0,Female,25,Bachelor,Medicine,True,Hispanic/Latino,Mexico,Awe,3.810166666666667,3.8030833333333334,Cl_kXbhTi8k - TcgqDs-95Uw,2.32255,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.7765833333333334,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0002666666666666,0.76,0.66,0.98,1,0.37,0.77,0.75,0.71,0.8,0.85,0.83,0.96,0.84,0.31,0.99,0.37,0.77,0.98,0.63,1,0.85,0.18,0.9098833333333334,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.5395833333333333,5.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.3728,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,
j8lwqfkqd4,20.863966666666666,2024-07-02 23:27:14.846540+00:00,03/07/2024,09:07:38,chrome,False,Windows 10,2560.0,1313.0,Male,32,Bachelor,other,False,White,Australia,Awe,8.634416666666668,3.4088166666666666,TcgqDs-95Uw - Cl_kXbhTi8k,1.1822166666666667,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.6291333333333333,2.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,1.5459916666666667,0.84,1,0.89,0.11,0.73,1,1,0.7,0.93,1,1,0.88,1,0.51,1,0.32,0.36,0.17,0.72,0.27,1,0.73,0.5989666666666668,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,1.5412333333333335,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.3984166666666666,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,Games and Interactive Entertaiment
1oshgtpwlu,24.670633333333335,2024-07-02 23:26:54.769450+00:00,02/07/2024,17:02:10,safari,False,Mac OS,1294.0,784.0,Female,25,Bachelor,"Business, Economics",False,Hispanic/Latino,M̩xico ,Awe,3.1918166666666665,5.735566666666667,TcgqDs-95Uw - Cl_kXbhTi8k,4.4754,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1.4666833333333333,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4683333333333333,0.85,0.41,0.68,0.8,0.4,0.39,1,0.75,0.76,0.61,0.42,0.83,0.87,0.3,1,0.79,0.41,0.89,0.88,0.97,0.97,0,0.5848833333333334,3.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0084666666666666,5.0,7.0,5.0,7.0,7.0,4.0,3.0,4.0,3.0,1.0,6.0,4.0,7.0,4.0,4.0,7.0,6.0,6.0,6.0,4.0,7.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,1.2666,3.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,
6hojgh0tfd,22.38243333333333,2024-07-02 23:26:48.402522+00:00,03/07/2024,00:04:20,chrome,False,Windows 10,1680.0,889.0,Other,29,Bachelor,"Sociology, Anthropology",False,White,England,Awe,2.986283333333333,5.724483333333334,TcgqDs-95Uw - Cl_kXbhTi8k,2.203216666666667,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3.091083333333333,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.867496666666617,0.82,0.58,0.18,0.15,1,1,0.79,0.8,1,0.82,0.85,1,1,0.78,1,0.14,0.32,0.73,0.79,0.35,0.31,0.61,0.8085666666666668,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.7325833333333334,7.0,6.0,6.0,6.0,7.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,3.0,6.0,2.0,6.0,5.0,2.0,4.0,2.0,5.0,5.0,1.2583833333333334,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,
0qlejv22pk,18.202749999999998,2024-07-02 23:25:16.058255+00:00,02/07/2024,17:06:58,chrome,False,Windows 10,1366.0,633.0,Female,24,Bachelor,"Business, Economics",False,Hispanic/Latino,Mexico,Awe,3.5277833333333333,5.844333333333334,TcgqDs-95Uw - Cl_kXbhTi8k,1.1014333333333333,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.87425,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.6198649999996027,1,0.72,1,1,1,0.69,1,1,0.82,0.92,1,1,1,0.82,0.5,0.5,1,1,0.82,0.86,0.8,0.5,0.6050166666666666,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.9069666666666667,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,6.0,4.0,5.0,6.0,2.0,2.0,1.0,1.0,6.0,0.8059499999999999,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,
0fknmkfdgk,17.651583333333335,2024-07-02 23:24:46.123801+00:00,03/07/2024,01:07:02,chrome,False,Windows 10,1920.0,919.0,Male,22,Bachelor,other,True,White,Poland,Awe,3.2981666666666665,3.2131,TcgqDs-95Uw - Cl_kXbhTi8k,1.9659166666666665,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1.6564666666666668,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.334268333333296,0.69,0.77,0.79,0.84,0.74,0.67,0.66,0.79,0.85,0.64,0.75,0.91,0.7,0.42,0.65,0.32,0.81,0.77,0.88,0.67,0.79,0.79,0.9470333333333334,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.1391666666666667,5.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,0.9216166666666666,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,Geography
cuzmoa28mp,16.498083333333334,2024-07-02 23:23:44.197659+00:00,02/07/2024,19:07:11,firefox,False,Windows 10,1536.0,703.0,Male,30,Bachelor,"Psychology, Neuroscience",False,Mixed,Chile,Awe,3.163883333333333,2.5814666666666666,Cl_kXbhTi8k - TcgqDs-95Uw,1.4632833333333333,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2.3354833333333334,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.6907833333333333,0.76,0.63,1,1,0.87,0.7,1,0.87,1,0.99,1,0.89,1,0.11,0.95,0.84,1,0.25,1,1,0.82,1,1.01495,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.3312833333333334,5.0,5.0,6.0,6.0,6.0,4.0,3.0,4.0,1.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,7.0,4.0,4.0,4.0,2.0,3.0,0.8791833333333333,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,
2q4o5pkcrl,17.48695,2024-07-02 23:23:35.490488+00:00,03/07/2024,00:06:01,chrome,False,Windows 10,1536.0,730.0,Male,22,Bachelor,"Engineering, Computer Science",True,White,Portugal,Awe,3.0889,2.5521666666666665,Cl_kXbhTi8k - TcgqDs-95Uw,3.411016666666667,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1.8284833333333335,4.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,1.622106666666704,0.78,0.64,0.5,0.85,0.62,0.72,0.63,0.59,0.32,0.54,0.88,0.88,0.62,0.09,0.07,0.18,0.8,0.01,0.8,0.86,0.95,0.18,0.6600666666666667,3.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,2.3860333333333332,2.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,7.0,5.0,4.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,1.1378166666666667,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,
rhk00ajxah,15.926966666666667,2024-07-02 23:22:12.344189+00:00,03/07/2024,00:06:09,safari,False,Mac OS,1280.0,623.0,Female,34,Bachelor,Arts and Humanities,False,White,uk,Awe,3.051083333333333,5.7424,TcgqDs-95Uw - Cl_kXbhTi8k,0.9746,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1.373,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.2112666666666672,1,0.85,0.83,0.17,0.19,0.86,0.16,0.66,1,0.76,0.65,0.66,0.27,0.21,0.94,0.12,0.48,0.08,0.06,0.25,1,0,0.4671,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,1.6678333333333333,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,0.9592666666666666,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,
